,date,Tmax,Normal of Tmax,Tmin,Normal of Tmin
583,07-08-23,28.3,27.3,22.6,21.9
584,08-08-23,29.2,27.3,22.9,21.9
585,09-08-23,30.3,27.4,22.3,21.9
586,10-08-23,29.4,27.4,22.1,21.9
587,11-08-23,30.3,27.4,21.1,21.9
588,12-08-23,29.4,27.4,21.9,21.9
589,13-08-23,28.8,27.4,21.4,21.9
590,14-08-23,30.4,27.6,22.3,21.8
591,15-08-23,27.5,27.6,21.8,21.8
592,16-08-23,30.5,27.6,22.0,21.8
593,17-08-23,27.3,27.6,21.7,21.8
594,18-08-23,29.2,27.6,21.4,21.8
595,19-08-23,28.4,28.4,21.9,21.6
596,20-08-23,27.0,28.4,21.7,21.6
597,21-08-23,30.1,28.4,20.9,21.6
598,22-08-23,29.5,28.4,21.3,21.6
599,23-08-23,29.9,28.4,21.5,21.6
600,24-08-23,29.5,28.2,21.4,21.4
602,26-08-23,29.1,28.2,21.4,21.4
603,27-08-23,29.9,28.2,21.3,21.4
604,28-08-23,29.6,28.2,21.8,21.4
605,29-08-23,30.8,28.2,21.4,21.4
606,30-08-23,31.9,28.2,20.7,21.4
607,31-08-23,33.8,28.2,21.5,21.4
608,01-09-23,32.3,28.2,22.8,21.4
609,02-09-23,27.5,28.2,22.3,21.4
610,03-09-23,29.1,28.6,21.2,21.2
611,04-09-23,29.3,28.6,22.1,21.2
612,05-09-23,30.8,28.6,20.6,21.2
613,06-09-23,30.3,28.6,21.3,21.2
614,07-09-23,27.1,28.6,22.8,21.2
615,08-09-23,25.4,29.0,20.8,21.0
616,09-09-23,27.4,29.0,22.0,21.0
617,10-09-23,29.1,29.0,22.8,21.0
618,11-09-23,30.8,29.0,22.4,21.0
619,12-09-23,30.2,29.0,21.6,21.0
620,13-09-23,30.3,29.5,21.6,20.9
621,14-09-23,30.8,29.5,21.2,20.9
622,15-09-23,30.2,29.5,21.4,20.9
623,16-09-23,27.7,29.5,22.3,20.9
624,17-09-23,28.7,29.5,22.0,20.9
625,18-09-23,29.7,29.5,21.3,20.9
626,19-09-23,30.1,29.5,21.5,20.9
627,20-09-23,30.4,29.5,22.1,20.9
628,21-09-23,30.8,29.5,22.0,20.9
629,22-09-23,29.5,29.5,22.3,20.9
630,23-09-23,28.6,30.5,21.9,20.9
631,24-09-23,30.2,30.5,21.0,20.9
632,25-09-23,30.7,30.5,21.8,20.9
633,26-09-23,31.8,30.5,22.0,20.9
634,27-09-23,28.6,30.5,21.1,20.9
635,28-09-23,31.5,30.9,21.1,21.0
636,29-09-23,30.7,30.9,21.2,21.0
637,30-09-23,29.6,30.9,21.5,21.0
638,01-10-23,29.1,30.9,22.9,21.0
639,02-10-23,27.8,30.9,21.0,21.0
640,03-10-23,31.2,31.3,21.8,20.6
641,04-10-23,33.4,31.3,21.1,20.6
642,05-10-23,32.4,31.3,19.3,20.6
643,06-10-23,33.6,31.3,19.2,20.6
644,07-10-23,33.9,31.3,20.4,20.6
645,08-10-23,34.1,31.9,20.7,20.4
646,09-10-23,34.0,31.9,20.9,20.4
647,10-10-23,34.6,31.9,19.2,20.4
648,11-10-23,34.7,31.9,19.5,20.4
649,12-10-23,33.8,31.9,20.3,20.4
650,13-10-23,34.4,31.6,19.9,19.5
651,14-10-23,34.6,31.6,19.5,19.5
652,15-10-23,34.7,31.6,19.7,19.5
653,16-10-23,34.0,31.6,20.9,19.5
654,17-10-23,34.4,31.6,21.0,19.5
655,18-10-23,34.3,31.6,21.2,18.7
656,19-10-23,34.1,31.6,21.8,18.7
657,20-10-23,32.3,31.6,21.7,18.7
658,21-10-23,32.9,31.6,21.4,18.7
659,22-10-23,33.4,31.6,22.3,18.7
660,23-10-23,34.1,31.5,18.2,17.2
661,24-10-23,33.6,31.5,18.5,17.2
662,25-10-23,32.9,31.5,18.2,17.2
663,26-10-23,32.6,31.5,17.3,17.2
664,27-10-23,32.1,31.5,14.4,17.2
665,28-10-23,32.3,31.5,14.0,15.9
667,30-10-23,32.1,31.5,15.2,15.9
668,31-10-23,31.2,31.5,16.4,15.9
669,01-11-23,31.8,31.5,14.9,15.9
670,02-11-23,32.4,31.3,14.7,16.0
671,03-11-23,32.1,31.3,16.0,16.0
672,04-11-23,31.9,31.3,16.8,16.0
673,05-11-23,32.1,31.3,18.0,16.0
674,06-11-23,31.4,31.3,16.1,16.0
675,07-11-23,31.7,31.0,16.4,15.8
676,08-11-23,29.5,31.0,21.4,15.8
677,09-11-23,32.1,31.0,19.4,15.8
678,10-11-23,30.8,31.0,20.7,15.8
679,11-11-23,31.5,31.0,19.2,15.8
680,12-11-23,31.8,30.7,17.7,15.4
681,13-11-23,31.6,30.7,17.3,15.4
682,14-11-23,31.5,30.7,16.6,15.4
683,15-11-23,31.2,30.7,16.3,15.4
684,16-11-23,30.6,30.7,14.4,15.4
685,17-11-23,30.3,30.4,14.4,15.0
686,18-11-23,31.6,30.4,14.9,15.0
687,19-11-23,32.6,30.4,16.9,15.0
688,20-11-23,31.5,30.4,18.5,15.0
689,21-11-23,30.6,30.4,17.4,15.0
690,22-11-23,31.7,30.3,14.9,14.3
691,23-11-23,31.2,30.3,15.6,14.3
692,24-11-23,30.1,30.3,17.3,14.3
693,25-11-23,30.3,30.3,17.9,14.3
694,26-11-23,32.6,30.3,21.3,14.3
695,27-11-23,30.8,30.3,19.7,13.9
696,28-11-23,29.1,30.3,18.8,13.9
697,29-11-23,30.3,30.3,17.3,13.9
698,30-11-23,32.2,30.3,18.6,13.9
699,01-12-23,31.9,30.3,16.9,13.9
700,02-12-23,31.7,30.0,16.6,13.5
701,03-12-23,31.3,30.0,17.5,13.5
702,04-12-23,30.7,30.0,17.1,13.5
703,05-12-23,29.6,30.0,16.5,13.5
704,06-12-23,27.5,30.0,18.4,13.5
705,07-12-23,28.3,29.6,15.7,11.9
706,08-12-23,29.6,29.6,15.1,11.9
707,09-12-23,30.0,29.6,15.4,11.9
708,10-12-23,31.0,29.6,15.3,11.9
709,11-12-23,31.0,29.6,15.8,11.9
710,12-12-23,31.4,29.3,15.7,12.1
711,13-12-23,30.7,29.3,15.0,12.1
712,14-12-23,28.8,29.3,14.0,12.1
713,15-12-23,28.4,29.3,12.3,12.1
714,16-12-23,27.9,29.3,12.0,12.1
715,17-12-23,27.3,29.2,13.2,11.0
716,18-12-23,27.4,29.2,14.5,11.0
717,19-12-23,27.0,29.2,15.2,11.0
719,21-12-23,29.5,29.2,14.9,11.0
720,22-12-23,29.1,29.3,13.3,10.7
721,23-12-23,31.3,29.3,12.5,10.7
722,24-12-23,29.9,29.3,11.3,10.7
723,25-12-23,31.8,29.3,11.7,10.7
724,26-12-23,33.5,29.3,12.3,10.7
725,27-12-23,31.3,29.3,13.2,11.1
726,28-12-23,30.7,29.3,12.1,11.1
727,29-12-23,31.2,29.3,13.0,11.1
728,30-12-23,32.5,29.3,11.9,11.1
729,31-12-23,31.5,29.3,12.8,11.1
730,01-01-24,31.5,28.9,13.1,11.3
731,02-01-24,31.0,28.9,13.6,11.3
732,03-01-24,30.6,28.9,15.8,11.3
733,04-01-24,30.4,28.9,15.9,11.3
734,05-01-24,29.8,28.9,14.0,11.3
735,06-01-24,29.5,29.1,14.6,11.0
736,07-01-24,30.1,29.1,15.0,11.0
737,08-01-24,30.3,29.1,15.1,11.0
738,09-01-24,24.8,29.1,18.2,11.0
739,10-01-24,25.9,29.1,16.4,11.0
740,11-01-24,31.7,29.8,17.3,11.2
741,12-01-24,32.5,29.8,15.2,11.2
742,13-01-24,33.3,29.8,14.4,11.2
743,14-01-24,32.8,29.8,15.4,11.2
744,15-01-24,32.1,29.8,12.2,11.2
745,16-01-24,32.9,29.9,10.8,11.3
746,17-01-24,31.5,29.9,12.0,11.3
747,18-01-24,28.5,29.9,11.5,11.3
748,19-01-24,31.1,29.9,11.7,11.3
749,20-01-24,30.7,29.9,13.4,11.3
750,21-01-24,29.7,30.2,12.8,11.2
751,22-01-24,32.4,30.2,12.1,11.2
752,23-01-24,29.6,30.2,11.4,11.2
753,24-01-24,29.1,30.2,9.7,11.2
754,25-01-24,29.7,30.2,8.6,11.2
755,26-01-24,31.6,30.4,10.0,11.3
756,27-01-24,31.0,30.4,12.7,11.3
757,28-01-24,32.1,30.4,13.3,11.3
758,29-01-24,31.5,30.4,13.7,11.3
759,30-01-24,31.8,30.4,13.6,11.3
760,31-01-24,32.5,30.4,13.4,11.3
761,01-02-24,30.0,31.0,10.9,12.0
762,02-02-24,30.7,31.0,12.6,12.0
763,03-02-24,32.3,31.0,12.6,12.0
764,04-02-24,33.5,31.0,14.1,12.0
765,05-02-24,34.8,31.4,16.2,12.0
766,06-02-24,35.1,31.4,16.0,12.0
767,07-02-24,35.5,31.4,16.1,12.0
768,08-02-24,33.6,31.4,14.0,12.0
769,09-02-24,34.6,31.4,13.6,12.0
770,10-02-24,35.8,31.6,12.4,12.4
771,11-02-24,34.2,31.6,11.6,12.4
772,12-02-24,33.6,31.6,13.1,12.4
773,13-02-24,33.8,31.6,12.7,12.4
774,14-02-24,31.6,31.6,13.9,12.4
775,15-02-24,33.2,32.3,14.1,12.9
776,16-02-24,34.6,32.3,16.5,12.9
777,17-02-24,35.3,32.3,14.6,12.9
778,18-02-24,35.1,32.3,15.5,12.9
779,19-02-24,35.3,32.3,14.7,12.9
780,20-02-24,34.3,33.3,13.0,13.4
781,21-02-24,32.6,33.3,13.3,13.4
782,22-02-24,32.1,33.3,12.5,13.4
783,23-02-24,32.4,33.3,11.7,13.4
784,24-02-24,33.6,33.3,12.8,13.4
785,25-02-24,33.6,33.9,10.9,13.6
786,26-02-24,35.1,33.9,14.9,13.6
787,27-02-24,34.8,33.9,18.2,13.6
788,28-02-24,35.1,33.9,18.1,13.6
789,29-02-24,36.0,33.9,18.4,13.6
790,01-03-24,36.1,33.9,20.9,13.6
791,02-03-24,34.2,34.2,17.7,14.7
792,03-03-24,31.4,34.2,16.8,14.7
793,04-03-24,33.6,34.2,13.0,14.7
794,05-03-24,35.8,34.2,13.4,14.7
795,06-03-24,35.0,34.2,14.4,14.7
796,07-03-24,35.6,34.6,11.3,14.7
797,08-03-24,35.4,34.6,15.1,14.7
798,09-03-24,35.9,34.6,14.4,14.7
799,10-03-24,36.9,34.6,14.8,14.7
800,11-03-24,36.9,34.6,15.3,14.7
801,12-03-24,37.3,34.9,16.5,15.7
802,13-03-24,35.4,34.9,15.4,15.7
803,14-03-24,36.1,34.9,14.9,15.7
804,15-03-24,35.8,34.9,14.1,15.7
805,16-03-24,35.4,34.9,15.2,15.7
806,17-03-24,36.0,36.4,15.6,16.4
807,18-03-24,35.4,36.4,16.0,16.4
808,19-03-24,35.8,36.4,16.1,16.4
809,20-03-24,36.1,36.4,14.9,16.4
810,21-03-24,37.2,36.4,14.2,16.4
811,22-03-24,37.5,36.7,18.5,17.0
812,23-03-24,37.7,36.7,17.5,17.0
813,24-03-24,37.7,36.7,17.7,17.0
814,25-03-24,38.9,36.7,18.9,17.0
815,26-03-24,38.9,36.7,18.6,17.0
816,27-03-24,39.5,37.2,20.5,17.8
817,28-03-24,38.6,37.2,20.9,17.8
818,29-03-24,39.1,37.2,23.4,17.8
819,30-03-24,38.8,37.2,22.5,17.8
820,31-03-24,38.4,37.2,22.4,17.8
821,01-04-24,39.6,37.3,20.3,18.2
822,02-04-24,39.2,37.3,18.9,18.2
823,03-04-24,39.4,37.3,18.9,18.2
824,04-04-24,39.1,37.3,19.4,18.2
825,05-04-24,39.6,37.3,19.8,18.2
826,06-04-24,39.6,37.4,19.5,19.1
827,07-04-24,38.5,37.4,20.9,19.1
828,08-04-24,38.5,37.4,17.8,19.1
829,09-04-24,39.0,37.4,18.9,19.1
830,10-04-24,39.5,37.4,19.0,19.1
831,11-04-24,39.0,37.8,19.8,19.7
832,12-04-24,38.6,37.8,20.8,19.7
833,13-04-24,39.1,37.8,17.8,19.7
834,14-04-24,39.9,37.8,18.1,19.7
835,15-04-24,40.8,37.8,22.2,19.7
836,16-04-24,40.7,38.0,24.8,20.4
837,17-04-24,39.8,38.0,23.9,20.4
838,18-04-24,41.0,38.0,24.1,20.4
839,19-04-24,39.5,38.0,24.7,20.4
840,20-04-24,39.2,38.0,23.9,20.4
841,21-04-24,37.8,38.2,20.9,20.7
842,22-04-24,39.0,38.2,21.4,20.7
843,23-04-24,39.6,38.2,21.7,20.7
844,24-04-24,38.5,38.2,22.2,20.7
845,25-04-24,39.4,38.2,22.9,20.7
846,26-04-24,40.3,38.7,23.4,21.5
847,27-04-24,39.9,38.7,23.7,21.5
848,28-04-24,41.3,38.7,23.8,21.5
849,29-04-24,41.8,38.7,23.2,21.5
850,30-04-24,41.7,38.7,22.4,21.5
851,01-05-24,38.9,38.5,25.3,21.6
852,02-05-24,39.7,38.5,18.7,21.6
853,03-05-24,40.1,38.5,18.3,21.6
854,04-05-24,39.6,38.5,21.5,21.6
855,05-05-24,40.3,38.5,22.5,21.6
856,06-05-24,38.6,38.0,24.6,22.6
857,07-05-24,39.3,38.0,22.3,22.6
858,08-05-24,39.4,38.0,22.5,22.6
859,09-05-24,39.3,38.0,23.6,22.6
860,10-05-24,37.7,38.0,24.3,22.6
861,11-05-24,37.8,37.5,21.2,22.3
862,12-05-24,31.4,37.5,19.8,22.3
863,13-05-24,36.3,37.5,23.3,22.3
864,14-05-24,37.1,37.5,22.7,22.3
865,15-05-24,37.5,37.5,21.4,22.3
866,16-05-24,36.8,36.9,22.0,23.4
867,17-05-24,36.6,36.9,23.3,23.4
868,18-05-24,38.1,36.9,24.4,23.4
869,19-05-24,38.7,36.9,25.3,23.4
870,20-05-24,38.8,36.9,22.3,23.4
871,21-05-24,40.6,36.6,25.7,23.7
872,22-05-24,38.9,36.6,27.3,23.7
873,23-05-24,37.9,36.6,25.7,23.7
874,24-05-24,37.6,36.6,26.5,23.7
875,25-05-24,35.9,36.6,25.4,23.7
876,26-05-24,35.7,36.3,25.3,23.8
877,27-05-24,29.9,36.3,25.9,23.8
878,28-05-24,35.6,36.3,25.2,23.8
879,29-05-24,35.7,36.3,24.1,23.8
880,30-05-24,36.5,36.3,24.4,23.8
881,31-05-24,37.1,35.7,24.9,23.6
882,01-06-24,37.2,35.7,24.9,23.6
883,02-06-24,36.6,35.7,25.1,23.6
884,03-06-24,35.3,35.7,25.2,23.6
885,04-06-24,36.6,35.7,24.1,23.6
886,05-06-24,34.7,34.3,21.2,23.4
887,06-06-24,34.9,34.3,24.2,23.4
888,07-06-24,34.4,34.3,22.9,23.4
889,08-06-24,34.6,34.3,24.2,23.4
890,09-06-24,29.2,34.3,21.2,23.4
891,10-06-24,31.3,32.4,21.6,23.3
892,11-06-24,31.5,32.4,22.4,23.3
893,12-06-24,32.6,32.4,24.2,23.3
894,13-06-24,31.9,32.4,24.4,23.3
895,14-06-24,30.6,32.4,23.9,23.3
896,15-06-24,32.4,30.9,23.2,22.9
897,16-06-24,33.8,30.9,22.7,22.9
898,17-06-24,34.3,30.9,23.2,22.9
899,18-06-24,33.1,30.9,23.6,22.9
900,19-06-24,31.3,30.9,22.9,22.9
901,20-06-24,32.0,30.4,24.2,23.0
902,21-06-24,31.0,30.4,23.0,23.0
903,22-06-24,32.6,30.4,23.1,23.0
905,24-06-24,33.3,30.4,23.4,23.0
906,25-06-24,33.7,29.7,24.3,22.8
907,26-06-24,31.0,29.7,24.2,22.8
908,27-06-24,30.2,29.7,24.2,22.8
909,28-06-24,28.9,29.7,22.9,22.8
910,29-06-24,30.5,29.7,23.2,22.8
911,30-06-24,28.7,29.2,23.8,22.7
912,01-07-24,30.1,29.2,23.8,22.7
913,02-07-24,29.8,29.2,23.5,22.7
914,03-07-24,30.4,29.2,23.4,22.7
915,04-07-24,30.0,29.2,23.7,22.7
916,05-07-24,29.6,29.0,23.4,22.6
917,06-07-24,29.8,29.0,23.2,22.6
918,07-07-24,29.6,29.0,22.3,22.6
919,08-07-24,29.4,29.0,22.5,22.6
920,09-07-24,29.4,29.0,21.2,22.6
921,10-07-24,31.3,28.6,21.6,22.5
922,11-07-24,30.9,28.6,21.4,22.5
923,12-07-24,28.0,28.6,21.8,22.5
924,13-07-24,26.6,28.6,21.0,22.5
925,14-07-24,27.8,28.6,21.5,22.5
926,15-07-24,30.0,28.3,23.2,22.4
927,16-07-24,29.1,28.3,23.0,22.4
928,17-07-24,29.2,28.3,22.9,22.4
929,18-07-24,27.4,28.3,23.2,22.4
930,19-07-24,27.6,28.3,22.9,22.4
931,20-07-24,26.8,28.0,22.7,22.3
932,21-07-24,28.2,28.0,22.8,22.3
933,22-07-24,25.8,28.0,22.8,22.3
934,23-07-24,26.8,28.0,22.9,22.3
935,24-07-24,25.8,28.0,22.2,22.3
936,25-07-24,23.9,27.6,21.9,22.1
937,26-07-24,27.7,27.6,21.5,22.1
938,27-07-24,27.3,27.6,23.2,22.1
939,28-07-24,27.3,27.6,23.1,22.1
940,29-07-24,27.1,27.6,22.8,22.1
941,30-07-24,27.6,27.5,23.7,21.9
942,31-07-24,27.3,27.5,23.2,21.9
943,01-08-24,28.0,27.5,22.7,21.9
944,02-08-24,25.5,27.5,22.4,21.9
945,03-08-24,26.9,27.5,22.8,21.9
946,04-08-24,24.7,27.3,22.2,21.9
947,05-08-24,27.8,27.3,22.9,21.9
948,06-08-24,28.4,27.3,22.4,21.9
949,07-08-24,28.1,27.3,22.5,21.9
950,08-08-24,29.4,27.3,22.6,21.9
951,09-08-24,26.8,27.4,22.1,21.9
952,10-08-24,27.6,27.4,21.8,21.9
953,11-08-24,28.6,27.4,21.7,21.9
954,12-08-24,30.6,27.4,21.6,21.9
955,13-08-24,31.5,27.4,21.4,21.9
956,14-08-24,31.7,27.6,22.0,21.8
957,15-08-24,31.6,27.6,21.8,21.8
959,17-08-24,32.6,27.6,22.6,21.8
960,18-08-24,33.7,27.6,23.5,21.8
961,19-08-24,32.7,28.4,21.8,21.6
962,20-08-24,31.1,28.4,22.3,21.6
963,21-08-24,31.5,28.4,22.5,21.6
964,22-08-24,32.8,28.4,23.1,21.6
965,23-08-24,29.5,28.4,23.8,21.6
966,24-08-24,26.6,28.2,23.2,21.4
967,25-08-24,26.6,28.2,21.2,21.4
968,26-08-24,28.4,28.2,22.0,21.4
969,27-08-24,28.1,28.2,21.4,21.4
970,28-08-24,28.7,28.2,21.4,21.4
971,29-08-24,29.2,28.2,22.1,21.4
972,30-08-24,28.5,28.2,21.5,21.4
973,31-08-24,29.3,28.2,21.5,21.4
974,01-09-24,27.9,28.2,22.3,21.4
975,02-09-24,26.2,28.2,22.5,21.4
976,03-09-24,29.1,28.6,22.9,21.2
977,04-09-24,29.6,28.6,22.7,21.2
978,05-09-24,28.9,28.6,22.2,21.2
979,06-09-24,29.1,28.6,22.1,21.2
980,07-09-24,29.8,28.6,22.0,21.2
981,08-09-24,29.8,29.0,21.7,21.0
982,09-09-24,30.1,29.0,21.8,21.0
983,10-09-24,30.0,29.0,22.0,21.0
984,11-09-24,29.2,29.0,21.3,21.0
985,12-09-24,28.4,29.0,21.2,21.0
986,13-09-24,29.2,29.5,19.9,20.9
987,14-09-24,29.7,29.5,19.2,20.9
988,15-09-24,26.3,29.5,20.9,20.9
989,16-09-24,30.1,29.5,18.7,20.9
990,17-09-24,30.3,29.5,19.3,20.9
991,18-09-24,31.0,29.5,18.8,20.9
992,19-09-24,31.8,29.5,20.3,20.9
993,20-09-24,32.2,29.5,22.6,20.9
994,21-09-24,29.4,29.5,23.2,20.9
995,22-09-24,31.6,29.5,21.3,20.9
996,23-09-24,30.5,30.5,22.0,20.9
997,24-09-24,31.1,30.5,22.5,20.9
998,25-09-24,30.3,30.5,22.9,20.9
999,26-09-24,29.4,30.5,22.2,20.9
1000,27-09-24,27.9,30.5,22.4,20.9
1001,28-09-24,28.8,30.9,21.8,21.0
1002,29-09-24,30.7,30.9,21.3,21.0
1003,30-09-24,33.2,30.9,20.4,21.0
1004,01-10-24,34.9,30.9,21.9,21.0
1005,02-10-24,33.8,30.9,23.4,21.0
1006,03-10-24,31.9,31.3,23.2,20.6
1007,04-10-24,31.9,31.3,21.5,20.6
1008,05-10-24,32.9,31.3,20.2,20.6
